claim_id,claim_text,true_label,raw_evidence,gold_evidence,example_id,claim,gold_label,model,condition,model_output,correct,error_type,notes
107816,L.A. Reid has served as the chairman of an American record label group formed in Italy.,Refuted,"[[[126544,140940,""L.A._Reid"",1],[126544,140940,""Arista_Records"",1],[126544,140940,""Sony_Music"",0]]]",,107816,L.A. Reid has served as the chairman of an American record label group formed in Italy.,Refuted,,,,,,
79321,Byron Howard co-directed the film Tangled.,Supported,"[[[96259,109405,""Byron_Howard"",1]]]",,79321,Byron Howard co-directed the film Tangled.,Supported,,,,,,
155125,Hebe's successor was Leto.,Refuted,"[[[179189,191718,""Hebe_-LRB-mythology-RRB-"",2]]]",,155125,Hebe's successor was Leto.,Refuted,,,,,,
179276,Tylenol is advertised for reducing pain.,Supported,"[[[207998,216165,""Tylenol_-LRB-brand-RRB-"",0]]]",,179276,Tylenol is advertised for reducing pain.,Supported,,,,,,
15621,Mikhail Prokhorov is the former chairman of Russia's largest gold producer.,Supported,"[[[31019,37686,""Mikhail_Prokhorov"",3],[31019,37686,""Polyus_Gold"",0]]]",,15621,Mikhail Prokhorov is the former chairman of Russia's largest gold producer.,Supported,,,,,,
29205,Aldous Huxley published film scripts.,Supported,"[[[45325,54097,""Aldous_Huxley"",6]]]",,29205,Aldous Huxley published film scripts.,Supported,,,,,,
220251,Aristocracy is a term that comes from Greek.,Supported,"[[[262114,260169,""Aristocracy"",0]],[[262114,260170,""Aristocracy"",1]],[[262114,260171,""Aristocracy"",4]]]",,220251,Aristocracy is a term that comes from Greek.,Supported,,,,,,
48697,Eva Green had a theatre career.,Supported,"[[[65060,75937,""Eva_Green"",1]]]",,48697,Eva Green had a theatre career.,Supported,,,,,,
26550,Brickyard Road is the name of a solo album from Johnny Van Zant.,Supported,"[[[42702,51347,""Johnny_Van_Zant"",11]]]",,26550,Brickyard Road is the name of a solo album from Johnny Van Zant.,Supported,,,,,,
10838,Saxony is a horse.,Refuted,"[[[25903,31843,""Saxony"",0]],[[25903,31844,""Saxony"",8]]]",,10838,Saxony is a horse.,Refuted,,,,,,
166939,Baadshah was dubbed into a language.,Supported,"[[[192022,202782,""Baadshah_-LRB-2013_film-RRB-"",15]],[[192022,202783,""Baadshah_-LRB-2013_film-RRB-"",17]]]",,166939,Baadshah was dubbed into a language.,Supported,,,,,,
61221,The Independent Spirit Awards have always been held in Germany.,Refuted,"[[[190700,201673,""Independent_Spirit_Awards"",10]],[[196418,206541,""Independent_Spirit_Awards"",10]],[[315065,304334,""Independent_Spirit_Awards"",10]],[[315066,304335,""Independent_Spirit_Awards"",10]],[[315073,304360,""Independent_Spirit_Awards"",0],[315073,304360,""Independent_Spirit_Awards"",10]]]",,61221,The Independent Spirit Awards have always been held in Germany.,Refuted,,,,,,
63698,Bones is a television series.,Supported,"[[[80130,91921,""Bones_-LRB-TV_series-RRB-"",0]],[[80130,91922,""Bones_-LRB-TV_series-RRB-"",9]]]",,63698,Bones is a television series.,Supported,,,,,,
76745,The Chrysler Building is taller than the Empire State Building.,Refuted,"[[[93627,106571,""Chrysler_Building"",1]]]",,76745,The Chrysler Building is taller than the Empire State Building.,Refuted,,,,,,
94151,Uranium-235 was discovered by at least one person.,Supported,"[[[111571,125347,""Uranium-235"",6],[111571,125347,""Arthur_Jeffrey_Dempster"",0]]]",,94151,Uranium-235 was discovered by at least one person.,Supported,,,,,,
11497,Ashton Kutcher was in two films in 2005.,Supported,"[[[26676,32736,""Ashton_Kutcher"",8]]]",,11497,Ashton Kutcher was in two films in 2005.,Supported,,,,,,
205122,Gaius Julius Caesar was born in 120 BC.,Refuted,"[[[242353,243751,""Gaius_Julius_Caesar_-LRB-proconsul-RRB-"",0]]]",,205122,Gaius Julius Caesar was born in 120 BC.,Refuted,,,,,,
128332,Poldark has not been commissioned for a third series.,Refuted,"[[[150344,165256,""Poldark_-LRB-2015_TV_series-RRB-"",6],[150344,165256,""Poldark_-LRB-2015_TV_series-RRB-"",0]]]",,128332,Poldark has not been commissioned for a third series.,Refuted,,,,,,
208150,Easy A is directed by Bert V. Royal.,Refuted,"[[[247268,247587,""Easy_A"",0]]]",,208150,Easy A is directed by Bert V. Royal.,Refuted,,,,,,
151957,"Edmund H. North was born June 12, 1911.",Refuted,"[[[175898,188865,""Edmund_H._North"",0]]]",,151957,"Edmund H. North was born June 12, 1911.",Refuted,,,,,,
77548,Pirates of the Caribbean was added to Magic Kingdom.,Supported,"[[[248456,248628,""Pirates_of_the_Caribbean_-LRB-attraction-RRB-"",0]],[[248456,248629,""Pirates_of_the_Caribbean_-LRB-attraction-RRB-"",2]],[[250658,250651,""Pirates_of_the_Caribbean_-LRB-attraction-RRB-"",0]],[[250658,250652,""Pirates_of_the_Caribbean_-LRB-attraction-RRB-"",2]],[[251980,251753,""Pirates_of_the_Caribbean_-LRB-attraction-RRB-"",0]],[[251980,251754,""Pirates_of_the_Caribbean_-LRB-attraction-RRB-"",2]],[[251980,251755,""Pirates_of_the_Caribbean_-LRB-attraction-RRB-"",9]],[[319517,308255,""Pirates_of_the_Caribbean_-LRB-attraction-RRB-"",2]],[[320678,309237,""Pirates_of_the_Caribbean_-LRB-attraction-RRB-"",2]]]",,77548,Pirates of the Caribbean was added to Magic Kingdom.,Supported,,,,,,
115861,The playoffs were only missed by James Jones once.,Supported,"[[[136038,150873,""James_Jones_-LRB-basketball_player-RRB-"",15]]]",,115861,The playoffs were only missed by James Jones once.,Supported,,,,,,
139749,Morgan Fairchild played the role of Jordan Roberts in Falcon Crest.,Supported,"[[[162653,176921,""Morgan_Fairchild"",6]]]",,139749,Morgan Fairchild played the role of Jordan Roberts in Falcon Crest.,Supported,,,,,,
60425,Salman Rushdie was a winner of the Booker Prize.,Supported,"[[[76874,88253,""Salman_Rushdie"",1]]]",,60425,Salman Rushdie was a winner of the Booker Prize.,Supported,,,,,,
70784,Vanisri stars in Daag.,Supported,"[[[87463,99941,""Daag_-LRB-1973_film-RRB-"",10]]]",,70784,Vanisri stars in Daag.,Supported,,,,,,
81391,Cthulhu is a microscopic entity.,Refuted,"[[[98442,111546,""Cthulhu"",0]]]",,81391,Cthulhu is a microscopic entity.,Refuted,,,,,,
152680,Carol Danvers only appears in German comic books.,Refuted,"[[[176634,189559,""Carol_Danvers"",0]],[[176634,189560,""Carol_Danvers"",1],[176634,189560,""Captain_Marvel_-LRB-Marvel_Comics-RRB-"",0]],[[176634,189561,""Carol_Danvers"",2],[176634,189561,""Silver_Age_of_Comic_Books"",0]],[[176634,189562,""Carol_Danvers"",3],[176634,189562,""Captain_Marvel_-LRB-Marvel_Comics-RRB-"",0]],[[176634,189563,""Carol_Danvers"",6],[176634,189563,""Marvel_Comics"",0]],[[176634,189564,""Carol_Danvers"",7],[176634,189564,""Avengers_-LRB-comics-RRB-"",0]]]",,152680,Carol Danvers only appears in German comic books.,Refuted,,,,,,
202037,Tamerlan Tsarnaev has been in a theater production with the police.,Refuted,"[[[237949,240113,""Tamerlan_Tsarnaev"",8]]]",,202037,Tamerlan Tsarnaev has been in a theater production with the police.,Refuted,,,,,,
211777,Brick (film) was directed by Joseph Gordon-Levitt.,Refuted,"[[[250981,250944,""Brick_-LRB-film-RRB-"",0]]]",,211777,Brick (film) was directed by Joseph Gordon-Levitt.,Refuted,,,,,,
125031,Mick Thomson was born outside Iowa.,Refuted,"[[[34212,41476,""Mick_Thomson"",1]]]",,125031,Mick Thomson was born outside Iowa.,Refuted,,,,,,
13155,James Earl Jones was not the voice of Darth Vader.,Refuted,"[[[28396,34705,""James_Earl_Jones"",4]]]",,13155,James Earl Jones was not the voice of Darth Vader.,Refuted,,,,,,
138248,One dictator in this world was named Fidel Castro.,Supported,"[[[161047,175522,""Fidel_Castro"",25]]]",,138248,One dictator in this world was named Fidel Castro.,Supported,,,,,,
186979,Bermuda Triangle is also referred to as the Devil's Triangle.,Supported,"[[[218152,224517,""Bermuda_Triangle"",0]]]",,186979,Bermuda Triangle is also referred to as the Devil's Triangle.,Supported,,,,,,
23906,Bones is an original series with nothing to do with Kathy Reichs.,Refuted,"[[[39895,47990,""Bones_-LRB-TV_series-RRB-"",5]],[[39895,47991,""Bones_-LRB-TV_series-RRB-"",7],[39895,47991,""Kathy_Reichs"",5]]]",,23906,Bones is an original series with nothing to do with Kathy Reichs.,Refuted,,,,,,
128406,Ice-T had a debut album.,Supported,"[[[151629,166371,""Ice-T"",1]]]",,128406,Ice-T had a debut album.,Supported,,,,,,
98672,Balibo (film) starts in the year 1995.,Refuted,"[[[116326,130220,""Balibo_-LRB-film-RRB-"",0]],[[116326,130221,""Balibo_-LRB-film-RRB-"",4]]]",,98672,Balibo (film) starts in the year 1995.,Refuted,,,,,,
17030,Reign Over Me was written and directed by Mike Binder.,Supported,"[[[32453,39431,""Reign_Over_Me"",0]]]",,17030,Reign Over Me was written and directed by Mike Binder.,Supported,,,,,,
83469,Talulah Riley makes an appearance in St Trinian's.,Supported,"[[[100516,113814,""Talulah_Riley"",1]]]",,83469,Talulah Riley makes an appearance in St Trinian's.,Supported,,,,,,
131255,Google Search can return information about finance.,Supported,"[[[153542,168375,""Google_Search"",13]]]",,131255,Google Search can return information about finance.,Supported,,,,,,
170000,The Brat Pack is only a nickname given to a group of old actors.,Refuted,"[[[196095,206244,""Brat_Pack_-LRB-actors-RRB-"",0]]]",,170000,The Brat Pack is only a nickname given to a group of old actors.,Refuted,,,,,,
57670,Benzodiazepine was globally the least prescribed medication in 1977.,Refuted,"[[[74024,85253,""Benzodiazepine"",2]]]",,57670,Benzodiazepine was globally the least prescribed medication in 1977.,Refuted,,,,,,
205099,Gaius Julius Caesar never participated in politics.,Refuted,"[[[242327,243735,""Gaius_Julius_Caesar_-LRB-proconsul-RRB-"",0],[242327,243735,""Roman_Senate"",0]],[[242333,243740,""Gaius_Julius_Caesar_-LRB-proconsul-RRB-"",0]],[[242333,243741,""Gaius_Julius_Caesar_-LRB-proconsul-RRB-"",8],[242333,243741,""Cursus_honorum"",0]]]",,205099,Gaius Julius Caesar never participated in politics.,Refuted,,,,,,
203376,Goosebumps (film) is written by William Goldman.,Refuted,"[[[239914,241597,""Goosebumps_-LRB-film-RRB-"",1]]]",,203376,Goosebumps (film) is written by William Goldman.,Refuted,,,,,,
113686,Georgians arose from an ancient kingdom on the coast of the Black Sea and they are significant.,Supported,"[[[133423,148291,""Georgians"",4],[133423,148291,""Colchis"",0],[133423,148291,""Georgians"",0]]]",,113686,Georgians arose from an ancient kingdom on the coast of the Black Sea and they are significant.,Supported,,,,,,
225283,Michaela Watkins is a comedian.,Supported,"[[[268452,265033,""Michaela_Watkins"",0]],[[268481,265060,""Michaela_Watkins"",1],[268481,265060,""Casual_-LRB-TV_series-RRB-"",0]],[[268481,265061,""Michaela_Watkins"",0]],[[268481,265062,""Michaela_Watkins"",2],[268481,265062,""Enlightened_-LRB-TV_series-RRB-"",0]]]",,225283,Michaela Watkins is a comedian.,Supported,,,,,,
56951,Miranda Otto began her fishing career in 1986.,Refuted,"[[[73276,84494,""Miranda_Otto"",1]]]",,56951,Miranda Otto began her fishing career in 1986.,Refuted,,,,,,
59963,Civilization IV received critical acclaim,Supported,"[[[76370,87663,""Civilization_IV"",12]]]",,59963,Civilization IV received critical acclaim,Supported,,,,,,
43378,Trollhunters was created for cats.,Refuted,"[[[59682,70091,""Trollhunters"",0]]]",,43378,Trollhunters was created for cats.,Refuted,,,,,,
102445,Aleister Crowley refused to be an occultist.,Refuted,"[[[120308,134523,""Aleister_Crowley"",0]],[[120308,134524,""Aleister_Crowley"",14]]]",,102445,Aleister Crowley refused to be an occultist.,Refuted,,,,,,
220214,Raabta (song) is only in Spanish.,Refuted,"[[[262072,260122,""Raabta_-LRB-song-RRB-"",0]]]",,220214,Raabta (song) is only in Spanish.,Refuted,,,,,,
190164,In 1997 and 1998 Oscar de la Hoya was The Ring magazine's top-rated fighter in the world.,Supported,"[[[222199,227583,""Oscar_De_La_Hoya"",7]]]",,190164,In 1997 and 1998 Oscar de la Hoya was The Ring magazine's top-rated fighter in the world.,Supported,,,,,,
46267,Maximum Overdrive was written by Stephen King.,Supported,"[[[141451,156644,""Maximum_Overdrive"",0]],[[143333,158424,""Maximum_Overdrive"",0]],[[310951,300982,""Maximum_Overdrive"",0]],[[312629,302399,""Maximum_Overdrive"",0]],[[313460,303071,""Maximum_Overdrive"",0]]]",,46267,Maximum Overdrive was written by Stephen King.,Supported,,,,,,
15830,The American Civil War started in 1861.,Supported,"[[[31224,37924,""American_Civil_War"",0]],[[31224,37925,""American_Civil_War"",1]]]",,15830,The American Civil War started in 1861.,Supported,,,,,,
119253,Robert Palmer (writer) has yet to write anything.,Refuted,"[[[140048,155055,""Robert_Palmer_-LRB-writer-RRB-"",1]],[[140048,155056,""Robert_Palmer_-LRB-writer-RRB-"",2]]]",,119253,Robert Palmer (writer) has yet to write anything.,Refuted,,,,,,
130052,Heavy Metal music was developed in the 1970's.,Supported,"[[[34745,42134,""Heavy_metal_music"",0]]]",,130052,Heavy Metal music was developed in the 1970's.,Supported,,,,,,
66489,Melancholia's cast includes Kiefer Sutherland.,Supported,"[[[83058,94954,""Melancholia_-LRB-2011_film-RRB-"",0]]]",,66489,Melancholia's cast includes Kiefer Sutherland.,Supported,,,,,,
3106,The Armenian Genocide was the Ottoman government's systematic extermination of 1.5 million Armenians.,Supported,"[[[19026,23325,""Armenian_Genocide"",0]]]",,3106,The Armenian Genocide was the Ottoman government's systematic extermination of 1.5 million Armenians.,Supported,,,,,,
216392,The Josh Thurlow historical fiction novels were written by Homer Hickman.,Supported,"[[[257104,256152,""Homer_Hickam"",2]]]",,216392,The Josh Thurlow historical fiction novels were written by Homer Hickman.,Supported,,,,,,
57138,John Krasinski is a thespian.,Refuted,"[[[73473,84715,""John_Krasinski"",0]]]",,57138,John Krasinski is a thespian.,Refuted,,,,,,
32939,Louis Malle produced films.,Supported,"[[[49053,58395,""Louis_Malle"",0]],[[49053,58396,""Louis_Malle"",6]]]",,32939,Louis Malle produced films.,Supported,,,,,,
93285,A Milli is a building by a hip hop recording artist.,Refuted,"[[[110662,124320,""A_Milli"",0]],[[110662,124321,""A_Milli"",1]]]",,93285,A Milli is a building by a hip hop recording artist.,Refuted,,,,,,
152008,A monster is usually found in myths or horror fiction.,Supported,"[[[175955,188927,""Monster"",0]]]",,152008,A monster is usually found in myths or horror fiction.,Supported,,,,,,
178233,Nawaz Sharif is a German politician.,Refuted,"[[[207479,215734,""Nawaz_Sharif"",0]]]",,178233,Nawaz Sharif is a German politician.,Refuted,,,,,,
66004,Samsung never entered the construction industry.,Refuted,"[[[82580,94370,""Samsung"",6]]]",,66004,Samsung never entered the construction industry.,Refuted,,,,,,
222046,Brubaker is a 2007 prison drama.,Refuted,"[[[264422,261880,""Brubaker"",0]]]",,222046,Brubaker is a 2007 prison drama.,Refuted,,,,,,
204652,"Rio's sequel was released five years before April 11, 2014.",Refuted,"[[[241701,243222,""Rio_-LRB-2011_film-RRB-"",20]]]",,204652,"Rio's sequel was released five years before April 11, 2014.",Refuted,,,,,,
104495,Star Trek: Discovery is the first series since Star Trek: Enterprise.,Supported,"[[[122788,137077,""Star_Trek-COLON-_Discovery"",1]],[[122789,137078,""Star_Trek-COLON-_Discovery"",1]],[[122790,137079,""Star_Trek-COLON-_Discovery"",1]],[[122791,137080,""Star_Trek-COLON-_Discovery"",1]],[[122792,137081,""Star_Trek-COLON-_Discovery"",1]],[[122793,137082,""Star_Trek-COLON-_Discovery"",1]]]",,104495,Star Trek: Discovery is the first series since Star Trek: Enterprise.,Supported,,,,,,
204306,The Latvian Soviet Socialist Republic is still a republic of the Union of Soviet Socialist Republics.,Refuted,"[[[241227,242774,""Latvian_Soviet_Socialist_Republic"",11]]]",,204306,The Latvian Soviet Socialist Republic is still a republic of the Union of Soviet Socialist Republics.,Refuted,,,,,,
109447,Issa Rae created Awkward Black Girl and has had success.,Supported,"[[[128374,143087,""Issa_Rae"",1]],[[128374,143089,""Issa_Rae"",6]],[[128374,143090,""Issa_Rae"",3]]]",,109447,Issa Rae created Awkward Black Girl and has had success.,Supported,,,,,,
88045,Angela Bassett received a bachelor of arts degree from Harvard University.,Refuted,"[[[105244,118665,""Angela_Bassett"",6]]]",,88045,Angela Bassett received a bachelor of arts degree from Harvard University.,Refuted,,,,,,
101618,Jack Falahee's birth month is February.,Supported,"[[[119340,133321,""Jack_Falahee"",0]]]",,101618,Jack Falahee's birth month is February.,Supported,,,,,,
175485,Christian Gottlob Neefe was only an opera singer.,Refuted,"[[[203011,212135,""Christian_Gottlob_Neefe"",0]],[[203011,212136,""Christian_Gottlob_Neefe"",8]],[[203011,212137,""Christian_Gottlob_Neefe"",9]]]",,175485,Christian Gottlob Neefe was only an opera singer.,Refuted,,,,,,
138714,Jonah Hill is a bear.,Refuted,"[[[161513,175971,""Jonah_Hill"",0]]]",,138714,Jonah Hill is a bear.,Refuted,,,,,,
185418,CHiPs is based on a popular TV series of the same name.,Supported,"[[[216150,222860,""CHiPs_-LRB-film-RRB-"",0]]]",,185418,CHiPs is based on a popular TV series of the same name.,Supported,,,,,,
2147,Elizabeth Olsen was born.,Supported,"[[[17968,22121,""Elizabeth_Olsen"",0]]]",,2147,Elizabeth Olsen was born.,Supported,,,,,,
195122,Backing vocalists sing with other backing vocalists.,Supported,"[[[228913,232990,""Backing_vocalist"",0]]]",,195122,Backing vocalists sing with other backing vocalists.,Supported,,,,,,
63084,Henry II of France has three cars.,Refuted,"[[[79505,91232,""Henry_II_of_France"",0],[79505,91232,""Car"",2]]]",,63084,Henry II of France has three cars.,Refuted,,,,,,
29092,The Good Wife is a comedy.,Refuted,"[[[45206,53942,""The_Good_Wife"",0]],[[45206,53943,""The_Good_Wife"",9]],[[45206,53944,""The_Good_Wife"",12]]]",,29092,The Good Wife is a comedy.,Refuted,,,,,,
156664,Carlos Santana was in a Canadian Latin rock band.,Refuted,"[[[180761,193152,""Carlos_Santana"",0]]]",,156664,Carlos Santana was in a Canadian Latin rock band.,Refuted,,,,,,
138501,Marjorie Gross has yet to write for a television show.,Refuted,"[[[161292,175781,""Marjorie_Gross"",0]]]",,138501,Marjorie Gross has yet to write for a television show.,Refuted,,,,,,
133284,Anna Nicole Smith refused to work for Guess.,Refuted,"[[[155827,170516,""Anna_Nicole_Smith"",2]]]",,133284,Anna Nicole Smith refused to work for Guess.,Refuted,,,,,,
215872,Jerome Flynn has no middle name.,Refuted,"[[[256467,255677,""Jerome_Flynn"",0]]]",,215872,Jerome Flynn has no middle name.,Refuted,,,,,,
73102,Alex Jones is exclusively a game show host.,Refuted,"[[[233694,236607,""Alex_Jones_-LRB-radio_host-RRB-"",0]],[[235790,238370,""Alex_Jones_-LRB-radio_host-RRB-"",0]],[[235790,238371,""Alex_Jones_-LRB-radio_host-RRB-"",1]],[[318639,307511,""Alex_Jones_-LRB-radio_host-RRB-"",0]],[[320106,308762,""Alex_Jones_-LRB-radio_host-RRB-"",0]],[[320110,308763,""Alex_Jones_-LRB-radio_host-RRB-"",0]],[[320120,308772,""Alex_Jones_-LRB-radio_host-RRB-"",0]]]",,73102,Alex Jones is exclusively a game show host.,Refuted,,,,,,
51584,Meteora is the sophomore album of Linkin Park.,Supported,"[[[160433,174951,""Linkin_Park"",2],[160433,174951,""Linkin_Park"",1]],[[162109,176450,""Linkin_Park"",2],[162109,176450,""Meteora_-LRB-album-RRB-"",0]],[[163313,177506,""Linkin_Park"",2],[163313,177506,""Meteora_-LRB-album-RRB-"",0]],[[163313,177507,""Linkin_Park"",10],[163313,177507,""Meteora_-LRB-album-RRB-"",0]],[[312042,301922,""Linkin_Park"",10],[312042,301922,""Meteora_-LRB-album-RRB-"",0]]]",,51584,Meteora is the sophomore album of Linkin Park.,Supported,,,,,,
178899,Dawood Ibrahim was born in 1934.,Refuted,"[[[207528,215774,""Dawood_Ibrahim"",0]]]",,178899,Dawood Ibrahim was born in 1934.,Refuted,,,,,,
144978,Bad Romance was released as a single.,Supported,"[[[168279,182025,""Bad_Romance"",12]],[[168279,182026,""Bad_Romance"",3]]]",,144978,Bad Romance was released as a single.,Supported,,,,,,
59087,Black Canary is nonfiction.,Refuted,"[[[75481,86734,""Black_Canary"",0]]]",,59087,Black Canary is nonfiction.,Refuted,,,,,,
168932,The Boeing 767 became the most frequently used airliner for transatlantic flights between North America and Europe in the 1990s.,Supported,"[[[194739,205114,""Boeing_767"",19]],[[194740,205115,""Boeing_767"",19]]]",,168932,The Boeing 767 became the most frequently used airliner for transatlantic flights between North America and Europe in the 1990s.,Supported,,,,,,
135311,Robert Lorenz directed Trouble with the Curve.,Supported,"[[[157897,172495,""Trouble_with_the_Curve"",0]]]",,135311,Robert Lorenz directed Trouble with the Curve.,Supported,,,,,,
38807,Lockhead Martin F-35 Lightning II was an expensive aircraft.,Supported,"[[[116525,130407,""Lockheed_Martin_F-35_Lightning_II"",21]],[[119176,133122,""Lockheed_Martin_F-35_Lightning_II"",0],[119176,133122,""Lockheed_Martin_F-35_Lightning_II"",21]]]",,38807,Lockhead Martin F-35 Lightning II was an expensive aircraft.,Supported,,,,,,
105256,Louie (season 1) first came on the air in 2010.,Supported,"[[[123578,138003,""Louie_-LRB-season_1-RRB-"",0]]]",,105256,Louie (season 1) first came on the air in 2010.,Supported,,,,,,
162657,Norman Bates is from the novel Harry Potter.,Refuted,"[[[187205,198875,""Norman_Bates"",0]]]",,162657,Norman Bates is from the novel Harry Potter.,Refuted,,,,,,
54085,Awkward Black Girl was created by Issa Rae in 2017.,Refuted,"[[[70393,81257,""Awkward_Black_Girl"",1]]]",,54085,Awkward Black Girl was created by Issa Rae in 2017.,Refuted,,,,,,
91204,Grease was not a film.,Refuted,"[[[108597,122201,""Grease_-LRB-film-RRB-"",0]]]",,91204,Grease was not a film.,Refuted,,,,,,
202054,Tamerlan Tsarnaev has always been a completely law abiding citizen.,Refuted,"[[[237974,240134,""Tamerlan_Tsarnaev"",1]],[[237974,240135,""Tamerlan_Tsarnaev"",8]],[[237974,240136,""Tamerlan_Tsarnaev"",9]],[[237974,240137,""Tamerlan_Tsarnaev"",10]],[[237974,240138,""Tamerlan_Tsarnaev"",13]],[[237974,240139,""Tamerlan_Tsarnaev"",15]]]",,202054,Tamerlan Tsarnaev has always been a completely law abiding citizen.,Refuted,,,,,,
150192,Nymphomaniac (film) is not part of a trilogy along with Antichrist.,Refuted,"[[[174014,187190,""Nymphomaniac_-LRB-film-RRB-"",13]]]",,150192,Nymphomaniac (film) is not part of a trilogy along with Antichrist.,Refuted,,,,,,
119915,"NRG Recording Studios is located outside of North Hollywood, California.",Supported,"[[[140908,156061,""NRG_Recording_Studios"",0]]]",,119915,"NRG Recording Studios is located outside of North Hollywood, California.",Supported,,,,,,
190669,Alan White has no experience as an Ambassador.,Refuted,"[[[222848,228002,""Alan_White"",23]]]",,190669,Alan White has no experience as an Ambassador.,Refuted,,,,,,
142638,"Scotty Moore was born on May 27, 1931.",Refuted,"[[[165698,179711,""Scotty_Moore"",0]]]",,142638,"Scotty Moore was born on May 27, 1931.",Refuted,,,,,,
10328,"Sidse Babett Knudsen graduated on November 22nd, 1968.",Refuted,"[[[25294,31192,""Sidse_Babett_Knudsen"",0]]]",,10328,"Sidse Babett Knudsen graduated on November 22nd, 1968.",Refuted,,,,,,
174987,Randall Wallace directed the 1998 American action drama The Man in the Iron Mask.,Supported,"[[[202372,211655,""The_Man_in_the_Iron_Mask_-LRB-1998_film-RRB-"",0]]]",,174987,Randall Wallace directed the 1998 American action drama The Man in the Iron Mask.,Supported,,,,,,
83541,Team Fortress 2 development was led by Robin Walker.,Supported,"[[[100595,113886,""Team_Fortress_2"",9]]]",,83541,Team Fortress 2 development was led by Robin Walker.,Supported,,,,,,
118632,Taran Killam is a person.,Supported,"[[[139184,154242,""Taran_Killam"",0]]]",,118632,Taran Killam is a person.,Supported,,,,,,
58707,Trollhunters was only created by Adam Sandler.,Refuted,"[[[75070,86294,""Trollhunters"",0]]]",,58707,Trollhunters was only created by Adam Sandler.,Refuted,,,,,,
55658,James VI and I was a major advocate of a single parliament for Scotland and England.,Supported,"[[[72026,83020,""James_VI_and_I"",10]]]",,55658,James VI and I was a major advocate of a single parliament for Scotland and England.,Supported,,,,,,
227788,Lyon is only a village.,Refuted,"[[[271686,267515,""Lyon"",0]]]",,227788,Lyon is only a village.,Refuted,,,,,,
97087,Sayyeshaa acts only on stage.,Refuted,"[[[114673,128416,""Sayyeshaa"",0]],[[114673,128417,""Sayyeshaa"",1]]]",,97087,Sayyeshaa acts only on stage.,Refuted,,,,,,
192594,Live Nation Entertainment is a global energy company.,Refuted,"[[[225325,230002,""Live_Nation_Entertainment"",0]]]",,192594,Live Nation Entertainment is a global energy company.,Refuted,,,,,,
122239,The Invisible Man was based on a H. G. Wells novel from 1897.,Supported,"[[[143589,158707,""The_Invisible_Man_-LRB-film-RRB-"",0]]]",,122239,The Invisible Man was based on a H. G. Wells novel from 1897.,Supported,,,,,,
162832,Islamabad contains Quaid-i-Azam University.,Supported,"[[[187383,199012,""Islamabad"",18],[187383,199012,""Quaid-i-Azam_University"",0]]]",,162832,Islamabad contains Quaid-i-Azam University.,Supported,,,,,,
141477,Kate Walsh was on Grey's Anatomy.,Supported,"[[[164507,178764,""Kate_Walsh_-LRB-actress-RRB-"",1],[164507,178764,""Addison_Montgomery"",0]]]",,141477,Kate Walsh was on Grey's Anatomy.,Supported,,,,,,
17600,A. P. J. Abdul Kalam was not supported by any group.,Refuted,"[[[33078,40172,""A._P._J._Abdul_Kalam"",7]]]",,17600,A. P. J. Abdul Kalam was not supported by any group.,Refuted,,,,,,
27283,Henry VIII (TV serial) stars Richard Griffiths.,Refuted,"[[[43413,52058,""Henry_VIII_-LRB-TV_serial-RRB-"",5]]]",,27283,Henry VIII (TV serial) stars Richard Griffiths.,Refuted,,,,,,
164885,Hezbollah received zero support from Iran.,Refuted,"[[[189641,200887,""Hezbollah"",12]]]",,164885,Hezbollah received zero support from Iran.,Refuted,,,,,,
18333,MSG enhances flavor.,Supported,"[[[33898,41096,""Monosodium_glutamate"",4]]]",,18333,MSG enhances flavor.,Supported,,,,,,
179088,Cate Blanchett starred in the film The Good German.,Supported,"[[[207748,215959,""The_Good_German"",1],[207748,215959,""The_Good_German"",0]]]",,179088,Cate Blanchett starred in the film The Good German.,Supported,,,,,,
186929,Cher is Cher's eighteenth orchestra.,Refuted,"[[[218097,224482,""Cher_-LRB-1987_album-RRB-"",0]]]",,186929,Cher is Cher's eighteenth orchestra.,Refuted,,,,,,
144497,Veeru Devgan is only a dance choreographer.,Refuted,"[[[167736,181499,""Veeru_Devgan"",0]]]",,144497,Veeru Devgan is only a dance choreographer.,Refuted,,,,,,
206441,"Uta Hagan was born on June 12th, 1919.",Supported,"[[[244088,245182,""Uta_Hagen"",0]],[[244089,245183,""Uta_Hagen"",0]]]",,206441,"Uta Hagan was born on June 12th, 1919.",Supported,,,,,,
62826,Python lacks support for imperative programing.,Refuted,"[[[79256,90920,""Python_-LRB-programming_language-RRB-"",5]]]",,62826,Python lacks support for imperative programing.,Refuted,,,,,,
11491,Anna Nicole Smith worked for multiple fashion companies.,Supported,"[[[26702,32777,""Anna_Nicole_Smith"",2]]]",,11491,Anna Nicole Smith worked for multiple fashion companies.,Supported,,,,,,
140377,Augustus lived until the age of 79.,Refuted,"[[[163336,177532,""Augustus"",41]]]",,140377,Augustus lived until the age of 79.,Refuted,,,,,,
