claim_id,claim_text,true_label,raw_evidence,gold_evidence,example_id,claim,gold_label,model,condition,model_output,correct,error_type,notes
113098,"The Concert for Bangladesh raised close to $250,000 for Haiti relief.",Refuted,"[[[132671,147602,""The_Concert_for_Bangladesh"",12]]]",,113098,"The Concert for Bangladesh raised close to $250,000 for Haiti relief.",Refuted,,,,,,
211021,Resident Evil is the first installment in the Resident Evil video game series.,Refuted,"[[[250006,250070,""Resident_Evil_-LRB-film-RRB-"",2]],[[250006,250071,""Resident_Evil_-LRB-film-RRB-"",0]],[[250009,250073,""Resident_Evil_-LRB-film-RRB-"",2]]]",,211021,Resident Evil is the first installment in the Resident Evil video game series.,Refuted,,,,,,
194580,There has been a person that has been nominated for two Emmy Awards name Kyle Maclachlan.,Supported,"[[[227915,232256,""Kyle_MacLachlan"",6]]]",,194580,There has been a person that has been nominated for two Emmy Awards name Kyle Maclachlan.,Supported,,,,,,
93546,Advertising is used to sell a way of doing things.,Refuted,"[[[110923,124589,""Advertising"",0]],[[110923,124590,""Advertising"",9]]]",,93546,Advertising is used to sell a way of doing things.,Refuted,,,,,,
16437,Match Point was a film by Woody Allen.,Supported,"[[[31845,38655,""Match_Point"",0]]]",,16437,Match Point was a film by Woody Allen.,Supported,,,,,,
118139,LinkedIn is based on Earth.,Supported,"[[[138607,153698,""LinkedIn"",14],[138607,153698,""United_States"",10]]]",,118139,LinkedIn is based on Earth.,Supported,,,,,,
185188,You Only Live Twice was directed by a German man.,Refuted,"[[[215798,222577,""You_Only_Live_Twice_-LRB-film-RRB-"",12],[215798,222577,""Lewis_Gilbert"",0]],[[215827,222601,""You_Only_Live_Twice_-LRB-film-RRB-"",12],[215827,222601,""Lewis_Gilbert"",0]]]",,185188,You Only Live Twice was directed by a German man.,Refuted,,,,,,
70490,Moscovium is atomic symbol Pb.,Refuted,"[[[87155,99675,""Moscovium"",0]]]",,70490,Moscovium is atomic symbol Pb.,Refuted,,,,,,
104650,Sleipnir is an animal.,Supported,"[[[122952,137220,""Sleipnir"",0]],[[122952,137221,""Sleipnir"",2]]]",,104650,Sleipnir is an animal.,Supported,,,,,,
138375,Mary of Teck's son married a Wallis Simpson.,Supported,"[[[161175,175682,""Mary_of_Teck"",12]]]",,138375,Mary of Teck's son married a Wallis Simpson.,Supported,,,,,,
182911,The cinematography of Far from the Madding Crowd was by an Spanish film director.,Refuted,"[[[212884,220299,""Far_from_the_Madding_Crowd_-LRB-1967_film-RRB-"",3],[212884,220299,""Nicolas_Roeg"",0]]]",,182911,The cinematography of Far from the Madding Crowd was by an Spanish film director.,Refuted,,,,,,
201796,Live Through This is only a short story.,Refuted,"[[[237563,239762,""Live_Through_This"",0]],[[237563,239763,""Live_Through_This"",2]],[[237563,239764,""Live_Through_This"",3]],[[237563,239765,""Live_Through_This"",4]],[[237563,239766,""Live_Through_This"",5]],[[237563,239767,""Live_Through_This"",8]],[[237563,239768,""Live_Through_This"",9]],[[237563,239769,""Live_Through_This"",10]],[[237563,239770,""Live_Through_This"",11]]]",,201796,Live Through This is only a short story.,Refuted,,,,,,
203614,The 1976 thriller Duel was Steven Spielberg's directorial debut.,Refuted,"[[[240277,241918,""The_Sugarland_Express"",3]]]",,203614,The 1976 thriller Duel was Steven Spielberg's directorial debut.,Refuted,,,,,,
99213,Virginia's largest export by monetary value is a computer component.,Supported,"[[[118603,132457,""Virginia"",19]]]",,99213,Virginia's largest export by monetary value is a computer component.,Supported,,,,,,
122252,The Mirny (sloop-of-war) was in expedition.,Supported,"[[[143602,158714,""Mirny_-LRB-sloop-of-war-RRB-"",0]]]",,122252,The Mirny (sloop-of-war) was in expedition.,Supported,,,,,,
12610,Paul Nicholls did not play Joe Wicks.,Refuted,"[[[27859,34143,""Paul_Nicholls_-LRB-actor-RRB-"",1]]]",,12610,Paul Nicholls did not play Joe Wicks.,Refuted,,,,,,
97794,I Kissed a Girl was only recorded by an American bassist.,Refuted,"[[[115403,129215,""I_Kissed_a_Girl"",0]]]",,97794,I Kissed a Girl was only recorded by an American bassist.,Refuted,,,,,,
55041,The Times is a website.,Refuted,"[[[71396,82346,""The_Times"",0]],[[71396,82347,""The_Times"",2],[71396,82347,""Sister_paper"",0]],[[71396,82348,""The_Times"",9]],[[71396,82349,""The_Times"",15]],[[71396,82350,""The_Times"",21],[71396,82350,""Broadsheet"",0]]]",,55041,The Times is a website.,Refuted,,,,,,
209122,Sennacherib's youngest son was Ismael.,Refuted,"[[[247553,247833,""Sennacherib"",2]]]",,209122,Sennacherib's youngest son was Ismael.,Refuted,,,,,,
162035,Benjamin Walker (actor) is a thespian.,Supported,"[[[186558,198347,""Benjamin_Walker_-LRB-actor-RRB-"",0]]]",,162035,Benjamin Walker (actor) is a thespian.,Supported,,,,,,
27595,Emmanuel Macron worked as an investment banker.,Supported,"[[[43719,52363,""Emmanuel_Macron"",1]]]",,27595,Emmanuel Macron worked as an investment banker.,Supported,,,,,,
19418,The Bengal tiger is a member of the largest cat species.,Supported,"[[[35197,42683,""Bengal_tiger"",0],[35197,42683,""Tiger"",0]]]",,19418,The Bengal tiger is a member of the largest cat species.,Supported,,,,,,
90911,Two and a Half Men is an British television sitcom.,Refuted,"[[[108255,121793,""Two_and_a_Half_Men"",0]],[[108255,121794,""Two_and_a_Half_Men"",1],[108255,121794,""List_of_Two_and_a_Half_Men_characters"",0]]]",,90911,Two and a Half Men is an British television sitcom.,Refuted,,,,,,
114188,The Road to El Dorado only stars Ben Stiller.,Refuted,"[[[134100,148984,""The_Road_to_El_Dorado"",2]]]",,114188,The Road to El Dorado only stars Ben Stiller.,Refuted,,,,,,
29205,Aldous Huxley published film scripts.,Supported,"[[[45325,54097,""Aldous_Huxley"",6]]]",,29205,Aldous Huxley published film scripts.,Supported,,,,,,
131597,"""Dog"" is Duane Chapman's nickname.",Supported,"[[[153925,168749,""Duane_Chapman"",0]],[[153926,168750,""Duane_Chapman"",0]]]",,131597,"""Dog"" is Duane Chapman's nickname.",Supported,,,,,,
168090,"Jean-Jacques Dessalines was born on October 2nd, 2017.",Refuted,"[[[193531,204024,""Jean-Jacques_Dessalines"",0]],[[193531,204025,""Jean-Jacques_Dessalines"",1]],[[193531,204026,""Jean-Jacques_Dessalines"",10]],[[193531,204027,""Jean-Jacques_Dessalines"",11]],[[193531,204028,""Jean-Jacques_Dessalines"",12]],[[193531,204029,""Jean-Jacques_Dessalines"",13]],[[193531,204030,""Jean-Jacques_Dessalines"",14]]]",,168090,"Jean-Jacques Dessalines was born on October 2nd, 2017.",Refuted,,,,,,
206021,There is a show called The Office (US).,Supported,"[[[243489,244694,""The_Office_-LRB-U.S._TV_series-RRB-"",0]],[[243489,244695,""The_Office_-LRB-U.S._TV_series-RRB-"",2]],[[243489,244696,""The_Office_-LRB-U.S._TV_series-RRB-"",9]],[[243489,244697,""The_Office_-LRB-U.S._TV_series-RRB-"",13]]]",,206021,There is a show called The Office (US).,Supported,,,,,,
218371,The French Resistance planned acts of sabotage on telecommunication networks.,Supported,"[[[259612,258176,""French_Resistance"",6]]]",,218371,The French Resistance planned acts of sabotage on telecommunication networks.,Supported,,,,,,
199757,Tijuana is on an island.,Refuted,"[[[234938,237718,""Tijuana"",0]]]",,199757,Tijuana is on an island.,Refuted,,,,,,
4916,Paul Nicholls created Joe Wicks.,Refuted,"[[[21283,26146,""Paul_Nicholls_-LRB-actor-RRB-"",1]]]",,4916,Paul Nicholls created Joe Wicks.,Refuted,,,,,,
40666,The SpongeBob SquarePants Movie only stars Donald Trump.,Refuted,"[[[56960,67196,""The_SpongeBob_SquarePants_Movie"",1]]]",,40666,The SpongeBob SquarePants Movie only stars Donald Trump.,Refuted,,,,,,
177489,Pythagoras is unassociated with Pythagoras' ideas.,Refuted,"[[[205702,214195,""Pythagoras"",7]]]",,177489,Pythagoras is unassociated with Pythagoras' ideas.,Refuted,,,,,,
198544,Catherine Hardwicke has been unable to ever do any production design.,Refuted,"[[[233424,236352,""Catherine_Hardwicke"",0]],[[233426,236354,""Catherine_Hardwicke"",0]]]",,198544,Catherine Hardwicke has been unable to ever do any production design.,Refuted,,,,,,
81361,Sherilyn Fenn directed Boxing Helena.,Refuted,"[[[98411,111521,""Sherilyn_Fenn"",2],[98411,111521,""Boxing_Helena"",0]]]",,81361,Sherilyn Fenn directed Boxing Helena.,Refuted,,,,,,
185408,CHiPs is an American action novel.,Refuted,"[[[216084,222795,""CHiPs_-LRB-film-RRB-"",0]]]",,185408,CHiPs is an American action novel.,Refuted,,,,,,
209346,Alexandria is the largest seaport in Egypt.,Supported,"[[[247828,248116,""Alexandria"",2]]]",,209346,Alexandria is the largest seaport in Egypt.,Supported,,,,,,
186325,The Hunchback of Notre Dame is notable only for its cast.,Refuted,"[[[217291,223911,""The_Hunchback_of_Notre_Dame_-LRB-1923_film-RRB-"",5]]]",,186325,The Hunchback of Notre Dame is notable only for its cast.,Refuted,,,,,,
200300,David Veloz heavily revised the screenplay for Natural Born Killers.,Supported,"[[[235606,238212,""Natural_Born_Killers"",5]]]",,200300,David Veloz heavily revised the screenplay for Natural Born Killers.,Supported,,,,,,
216382,Homer Hickman is illiterate.,Refuted,"[[[257094,256141,""Homer_Hickam"",0]],[[257094,256142,""Homer_Hickam"",1],[257094,256142,""Memoir"",0]],[[257094,256143,""Homer_Hickam"",2]]]",,216382,Homer Hickman is illiterate.,Refuted,,,,,,
106668,Sean Penn has acted in 13 films.,Supported,"[[[279606,274244,""Sean_Penn"",5],[279606,274244,""Sean_Penn"",6],[279606,274244,""Sean_Penn"",7],[279606,274244,""Sean_Penn"",8],[279606,274244,""Sean_Penn"",11]],[[281327,275729,""Sean_Penn"",5],[281327,275729,""Sean_Penn"",6],[281327,275729,""Sean_Penn"",7],[281327,275729,""Sean_Penn"",8],[281327,275729,""Sean_Penn"",11],[281327,275729,""Sean_Penn"",12],[281327,275729,""Sean_Penn"",13]],[[328948,315881,""Sean_Penn"",5],[328948,315881,""Sean_Penn"",6],[328948,315881,""Sean_Penn"",7],[328948,315881,""Sean_Penn"",8],[328948,315881,""Sean_Penn"",11]]]",,106668,Sean Penn has acted in 13 films.,Supported,,,,,,
120630,The retreat of permafrost is an expected outcome of global warming.,Supported,"[[[33908,41112,""Global_warming"",13]]]",,120630,The retreat of permafrost is an expected outcome of global warming.,Supported,,,,,,
158901,Unison (Celine Dion album) was originally released by Warner Music Group.,Refuted,"[[[183213,195300,""Unison_-LRB-Celine_Dion_album-RRB-"",1]]]",,158901,Unison (Celine Dion album) was originally released by Warner Music Group.,Refuted,,,,,,
115211,"See You on the Other Side was certified platinum on March 8, 2006.",Refuted,"[[[135259,150170,""See_You_on_the_Other_Side_-LRB-Korn_album-RRB-"",3]]]",,115211,"See You on the Other Side was certified platinum on March 8, 2006.",Refuted,,,,,,
28324,Muscarinic acetylcholine receptors are actylcholine receptors.,Supported,"[[[44444,53109,""Muscarinic_acetylcholine_receptor"",0]]]",,28324,Muscarinic acetylcholine receptors are actylcholine receptors.,Supported,,,,,,
17314,Telemundo is incapable of being owned by Comcast.,Refuted,"[[[32770,39836,""Telemundo"",0]]]",,17314,Telemundo is incapable of being owned by Comcast.,Refuted,,,,,,
64628,There was a song performed on Glee called Rhythm Nation.,Supported,"[[[81076,92907,""Rhythm_Nation"",23]]]",,64628,There was a song performed on Glee called Rhythm Nation.,Supported,,,,,,
145491,George III of the United Kingdom had experiences.,Refuted,"[[[168819,182524,""George_III_of_the_United_Kingdom"",11]],[[168819,182525,""George_III_of_the_United_Kingdom"",12]]]",,145491,George III of the United Kingdom had experiences.,Refuted,,,,,,
217201,A monk practices religious asceticism.,Supported,"[[[258081,256964,""Monk"",0]]]",,217201,A monk practices religious asceticism.,Supported,,,,,,
8208,Veeru Devgan choreographs stunts.,Supported,"[[[13351,16693,""Veeru_Devgan"",0]],[[13351,16694,""Veeru_Devgan"",2]],[[22596,27858,""Veeru_Devgan"",0]],[[100046,113267,""Veeru_Devgan"",0]],[[299232,290608,""Veeru_Devgan"",0]],[[299232,290609,""Veeru_Devgan"",2]]]",,8208,Veeru Devgan choreographs stunts.,Supported,,,,,,
139961,Ludwig van Beethoven was part of the jam band era.,Refuted,"[[[162923,177154,""Ludwig_van_Beethoven"",1]]]",,139961,Ludwig van Beethoven was part of the jam band era.,Refuted,,,,,,
192193,"Sacre-Coeur, Paris is an embodiment of conservative ethical order.",Supported,"[[[224803,229572,""Sacre\u0301-C\u0153ur,_Paris"",2]]]",,192193,"Sacre-Coeur, Paris is an embodiment of conservative ethical order.",Supported,,,,,,
24204,Pink is an actress.,Supported,"[[[40148,48307,""Pink_-LRB-singer-RRB-"",0]]]",,24204,Pink is an actress.,Supported,,,,,,
163810,Ukrainian Soviet Socialist Republic was in an international organization.,Supported,"[[[188471,199870,""Ukrainian_Soviet_Socialist_Republic"",7],[188471,199870,""United_Nations"",0]]]",,163810,Ukrainian Soviet Socialist Republic was in an international organization.,Supported,,,,,,
16996,Solanum contains the horse nettles.,Supported,"[[[41722,50166,""Solanum"",1]],[[46624,55617,""Solanum"",1]],[[302204,293236,""Solanum"",1]],[[302205,293237,""Solanum"",1]]]",,16996,Solanum contains the horse nettles.,Supported,,,,,,
138708,Physics' main goal is to observe the behavior of the universe.,Refuted,"[[[161507,175968,""Physics"",1]]]",,138708,Physics' main goal is to observe the behavior of the universe.,Refuted,,,,,,
124203,Birthday Song (2 Chainz song) was banned by Mike Dean.,Refuted,"[[[145757,160779,""Birthday_Song_-LRB-2_Chainz_song-RRB-"",1]]]",,124203,Birthday Song (2 Chainz song) was banned by Mike Dean.,Refuted,,,,,,
143872,The Greek language is spoken only outside of Cyprus.,Refuted,"[[[167004,180832,""Greek_language"",14]],[[167004,180833,""Greek_language"",13]]]",,143872,The Greek language is spoken only outside of Cyprus.,Refuted,,,,,,
102884,See You on the Other Side was certified gold in the US in January 2016.,Refuted,"[[[120844,135141,""See_You_on_the_Other_Side_-LRB-Korn_album-RRB-"",3]]]",,102884,See You on the Other Side was certified gold in the US in January 2016.,Refuted,,,,,,
152811,Stephen Hillenburg has always hated the ocean.,Refuted,"[[[176758,189686,""Stephen_Hillenburg"",4]]]",,152811,Stephen Hillenburg has always hated the ocean.,Refuted,,,,,,
116686,George Harrison has been single his whole life.,Refuted,"[[[137053,151887,""George_Harrison"",20]],[[137053,151888,""George_Harrison"",21]]]",,116686,George Harrison has been single his whole life.,Refuted,,,,,,
37996,Victoria Palace Theatre is in a place named after Queen Elizabeth.,Refuted,"[[[54190,64184,""Victoria_Palace_Theatre"",0],[54190,64184,""Victoria,_London"",0]],[[54268,64267,""Victoria_Palace_Theatre"",0]]]",,37996,Victoria Palace Theatre is in a place named after Queen Elizabeth.,Refuted,,,,,,
164997,Polar bears depend on sea ice.,Supported,"[[[189756,200977,""Polar_bear"",7]]]",,164997,Polar bears depend on sea ice.,Supported,,,,,,
34004,In the End has piano in it.,Supported,"[[[99530,112636,""In_the_End"",6]],[[101703,114961,""In_the_End"",6]],[[102757,116064,""In_the_End"",6]],[[306937,297510,""In_the_End"",6]],[[307817,298256,""In_the_End"",6]]]",,34004,In the End has piano in it.,Supported,,,,,,
41091,"In the British Virgin Islands and Turks and Caicos Islands, the United States dollar is the sole currency.",Supported,"[[[57389,67607,""United_States_dollar"",72]]]",,41091,"In the British Virgin Islands and Turks and Caicos Islands, the United States dollar is the sole currency.",Supported,,,,,,
13588,Shut Up is a song.,Supported,"[[[28830,35185,""Shut_Up_-LRB-Stormzy_song-RRB-"",0]]]",,13588,Shut Up is a song.,Supported,,,,,,
190168,Oscar de la Hoya was killed in 1990.,Refuted,"[[[222209,227589,""Oscar_De_La_Hoya"",0]],[[222209,227590,""Oscar_De_La_Hoya"",13]],[[222209,227591,""Oscar_De_La_Hoya"",8]],[[222209,227592,""Oscar_De_La_Hoya"",7]]]",,190168,Oscar de la Hoya was killed in 1990.,Refuted,,,,,,
204421,Brad Wilk was a drummer for Greta.,Supported,"[[[241367,242917,""Brad_Wilk"",4]]]",,204421,Brad Wilk was a drummer for Greta.,Supported,,,,,,
109408,Doxycycline may cause increased risk of sunburn in children.,Supported,"[[[128332,143054,""Doxycycline"",6]]]",,109408,Doxycycline may cause increased risk of sunburn in children.,Supported,,,,,,
37100,Trouble with the Curve stars a cat.,Refuted,"[[[53298,63267,""Trouble_with_the_Curve"",1]],[[53298,63268,""Trouble_with_the_Curve"",0]]]",,37100,Trouble with the Curve stars a cat.,Refuted,,,,,,
140612,Zoe Saldana's birth year was 1978.,Supported,"[[[163587,177836,""Zoe_Saldana"",0]]]",,140612,Zoe Saldana's birth year was 1978.,Supported,,,,,,
78816,The first inauguration of Bill Clinton was held on July 4th.,Refuted,"[[[249799,249813,""First_inauguration_of_Bill_Clinton"",0]],[[253129,253025,""First_inauguration_of_Bill_Clinton"",0]],[[254872,254436,""First_inauguration_of_Bill_Clinton"",0]],[[320857,309360,""First_inauguration_of_Bill_Clinton"",0]],[[320859,309362,""First_inauguration_of_Bill_Clinton"",0]],[[320868,309377,""First_inauguration_of_Bill_Clinton"",0]]]",,78816,The first inauguration of Bill Clinton was held on July 4th.,Refuted,,,,,,
136848,Georges Gilles de la Tourette failed to describe symptoms of Tourette's syndrome.,Refuted,"[[[159583,174079,""Georges_Gilles_de_la_Tourette"",11]]]",,136848,Georges Gilles de la Tourette failed to describe symptoms of Tourette's syndrome.,Refuted,,,,,,
124881,Elizabeth Olsen refuses to act.,Refuted,"[[[146505,161485,""Elizabeth_Olsen"",1],[146505,161485,""Godzilla_-LRB-2014_film-RRB-"",2],[146505,161485,""Liberal_Arts_-LRB-film-RRB-"",1]],[[146505,161486,""Elizabeth_Olsen"",2],[146505,161486,""Martha_Marcy_May_Marlene"",0]]]",,124881,Elizabeth Olsen refuses to act.,Refuted,,,,,,
164529,The Nobel Prize in Chemistry was awarded in every year but 1901.,Refuted,"[[[189217,200529,""Nobel_Prize_in_Chemistry"",6]],[[189217,200530,""Nobel_Prize_in_Chemistry"",7]]]",,164529,The Nobel Prize in Chemistry was awarded in every year but 1901.,Refuted,,,,,,
14939,Knocked Up is a film.,Supported,"[[[30223,36799,""Knocked_Up"",0]],[[30223,36800,""Knocked_Up"",4]]]",,14939,Knocked Up is a film.,Supported,,,,,,
17064,Henry III was the son of King Robert.,Refuted,"[[[32491,39491,""Henry_III_of_England"",1]],[[32504,39511,""Henry_III_of_England"",1]]]",,17064,Henry III was the son of King Robert.,Refuted,,,,,,
62149,Charles Howard Hinton wrote science fiction.,Supported,"[[[78607,90159,""Charles_Howard_Hinton"",0]]]",,62149,Charles Howard Hinton wrote science fiction.,Supported,,,,,,
70041,2 Hearts is a musical composition by Minogue.,Supported,"[[[225394,230056,""2_Hearts_-LRB-Kylie_Minogue_song-RRB-"",0]],[[317953,306972,""2_Hearts_-LRB-Kylie_Minogue_song-RRB-"",0]],[[319638,308345,""2_Hearts_-LRB-Kylie_Minogue_song-RRB-"",0]],[[319643,308348,""2_Hearts_-LRB-Kylie_Minogue_song-RRB-"",0]]]",,70041,2 Hearts is a musical composition by Minogue.,Supported,,,,,,
180730,In 1982 the single Victoria (Dance Exponents Song) was released.,Supported,"[[[209764,217555,""Victoria_-LRB-Dance_Exponents_song-RRB-"",1]]]",,180730,In 1982 the single Victoria (Dance Exponents Song) was released.,Supported,,,,,,
82883,Craig David has been nominated for several Grammy Awards.,Refuted,"[[[99938,113128,""Craig_David"",5]]]",,82883,Craig David has been nominated for several Grammy Awards.,Refuted,,,,,,
143041,Augustus died in 140 AD.,Refuted,"[[[166107,180042,""Augustus"",10]],[[166107,180043,""Augustus"",41]]]",,143041,Augustus died in 140 AD.,Refuted,,,,,,
108837,"Kesha was born on March 2nd, 1999.",Refuted,"[[[127701,142313,""Kesha"",0]]]",,108837,"Kesha was born on March 2nd, 1999.",Refuted,,,,,,
6876,The Wallace  is historically inaccurate.,Supported,"[[[23787,29448,""The_Wallace_-LRB-poem-RRB-"",2]]]",,6876,The Wallace  is historically inaccurate.,Supported,,,,,,
199817,Sweet Home Alabama is a lyric poem that was written in reply to Neil Young's song Southern Man.,Refuted,"[[[235013,237771,""Sweet_Home_Alabama"",0]],[[235013,237772,""Sweet_Home_Alabama"",3]]]",,199817,Sweet Home Alabama is a lyric poem that was written in reply to Neil Young's song Southern Man.,Refuted,,,,,,
7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,Refuted,"[[[23953,29664,""Kareem_Abdul-Jabbar"",18]]]",,7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,Refuted,,,,,,
121472,Golf is played in a place.,Supported,"[[[142650,157805,""Golf"",4]]]",,121472,Golf is played in a place.,Supported,,,,,,
112371,The Challenge: Rivals III was on ABC.,Refuted,"[[[32954,40043,""The_Challenge-COLON-_Rivals_III"",0]]]",,112371,The Challenge: Rivals III was on ABC.,Refuted,,,,,,
86530,Michael B. Jordan was born.,Supported,"[[[103734,117201,""Michael_B._Jordan"",0]]]",,86530,Michael B. Jordan was born.,Supported,,,,,,
220204,Raabta (song) is only from the musical The King and I.,Refuted,"[[[262059,260111,""Raabta_-LRB-song-RRB-"",0]]]",,220204,Raabta (song) is only from the musical The King and I.,Refuted,,,,,,
209352,Alexandria is outside of Egypt.,Refuted,"[[[247837,248138,""Alexandria"",0]],[[247837,248139,""Alexandria"",2]]]",,209352,Alexandria is outside of Egypt.,Refuted,,,,,,
135113,"The Raven (2012 film) was released in the United States on April 27, 2012.",Supported,"[[[157688,172294,""The_Raven_-LRB-2012_film-RRB-"",10]]]",,135113,"The Raven (2012 film) was released in the United States on April 27, 2012.",Supported,,,,,,
119126,Babur was the last Mughal emperor.,Refuted,"[[[139839,154864,""Babur"",0],[139839,154864,""Mughal_Empire"",8]]]",,119126,Babur was the last Mughal emperor.,Refuted,,,,,,
24099,Pocahontas had a relationship with a Portuguese settlement.,Refuted,"[[[40051,48185,""Pocahontas"",0],[40051,48185,""Virginia"",9]]]",,24099,Pocahontas had a relationship with a Portuguese settlement.,Refuted,,,,,,
189714,Action films are a subgenre of martial arts films.,Refuted,"[[[221667,227241,""Martial_arts_film"",1]]]",,189714,Action films are a subgenre of martial arts films.,Refuted,,,,,,
123956,Homo sapiens live on a planet.,Supported,"[[[145476,160472,""Homo_sapiens"",3]]]",,123956,Homo sapiens live on a planet.,Supported,,,,,,
1916,Anna Nicole Smith had a modelling career.,Supported,"[[[17728,21875,""Anna_Nicole_Smith"",0]],[[17728,21876,""Anna_Nicole_Smith"",1]],[[17728,21877,""Anna_Nicole_Smith"",2]]]",,1916,Anna Nicole Smith had a modelling career.,Supported,,,,,,
86222,"James, Viscount Severn was born in the 2000s.",Supported,"[[[103376,116787,""James,_Viscount_Severn"",0]]]",,86222,"James, Viscount Severn was born in the 2000s.",Supported,,,,,,
213927,"In 1994, Gray Matter Interactive Studios, Inc. was founded.",Supported,"[[[253943,253737,""Gray_Matter_Interactive"",0]]]",,213927,"In 1994, Gray Matter Interactive Studios, Inc. was founded.",Supported,,,,,,
112166,Kerplunk was Green Day's second album with Tré Cool as their drummer.,Refuted,"[[[131635,146432,""Kerplunk_-LRB-album-RRB-"",2]]]",,112166,Kerplunk was Green Day's second album with Tré Cool as their drummer.,Refuted,,,,,,
88046,Anne Boleyn is an influential person that was mentioned in many artistic and cultural work.,Supported,"[[[105290,118746,""Anne_Boleyn"",39]]]",,88046,Anne Boleyn is an influential person that was mentioned in many artistic and cultural work.,Supported,,,,,,
49458,B. R. Ambedkar was born in 1895.,Refuted,"[[[65976,76838,""B._R._Ambedkar"",0]]]",,49458,B. R. Ambedkar was born in 1895.,Refuted,,,,,,
151399,Reign Over Me was put out in 2007.,Supported,"[[[292864,285550,""Reign_Over_Me"",4]],[[292864,285551,""Reign_Over_Me"",0]],[[292866,285552,""Reign_Over_Me"",0]],[[295452,287567,""Reign_Over_Me"",0]],[[295452,287568,""Reign_Over_Me"",4]],[[295455,287571,""Reign_Over_Me"",0]],[[295455,287572,""Reign_Over_Me"",4]],[[295455,287573,""Reign_Over_Me"",5]],[[340936,325441,""Reign_Over_Me"",4]],[[340936,325442,""Reign_Over_Me"",5]]]",,151399,Reign Over Me was put out in 2007.,Supported,,,,,,
24595,One Dance reached number one in the Netherlands.,Supported,"[[[40570,48803,""One_Dance"",11]]]",,24595,One Dance reached number one in the Netherlands.,Supported,,,,,,
89229,Ashton Kutcher was not co-stars with Cameron Diaz.,Refuted,"[[[106503,119921,""Ashton_Kutcher"",8],[106503,119921,""What_Happens_in_Vegas"",0]]]",,89229,Ashton Kutcher was not co-stars with Cameron Diaz.,Refuted,,,,,,
212309,Mary-Kate Olsen and Ashley Olsen are also known as the Olsen twins.,Supported,"[[[251674,251494,""Mary-Kate_and_Ashley_Olsen"",0]],[[251679,251499,""Mary-Kate_and_Ashley_Olsen"",0]]]",,212309,Mary-Kate Olsen and Ashley Olsen are also known as the Olsen twins.,Supported,,,,,,
41441,Yvonne Strahovski has worked on movies and TV shows.,Supported,"[[[57752,67997,""Yvonne_Strahovski"",1],[57752,67997,""Yvonne_Strahovski"",4]]]",,41441,Yvonne Strahovski has worked on movies and TV shows.,Supported,,,,,,
12844,Penguin Books revolutionized publishing in the 1920s.,Refuted,"[[[28100,34396,""Penguin_Books"",2]]]",,12844,Penguin Books revolutionized publishing in the 1920s.,Refuted,,,,,,
84647,Angelsberg is a country.,Refuted,"[[[101709,114965,""Angelsberg"",0]]]",,84647,Angelsberg is a country.,Refuted,,,,,,
124993,Doxycycline may cause headaches.,Refuted,"[[[146639,161629,""Doxycycline"",6]]]",,124993,Doxycycline may cause headaches.,Refuted,,,,,,
87187,The Washington Monument is between 560 ft and 575 ft tall.,Supported,"[[[104358,117783,""Washington_Monument"",1]]]",,87187,The Washington Monument is between 560 ft and 575 ft tall.,Supported,,,,,,
161222,Gal Gadot was ranked ahead of Shlomit Malka for Israel's highest earning actress/models.,Supported,"[[[185764,197551,""Gal_Gadot"",4]]]",,161222,Gal Gadot was ranked ahead of Shlomit Malka for Israel's highest earning actress/models.,Supported,,,,,,
63436,The Raven (2012 film) was released in the United States in May of 2012.,Refuted,"[[[79857,91583,""The_Raven_-LRB-2012_film-RRB-"",10]]]",,63436,The Raven (2012 film) was released in the United States in May of 2012.,Refuted,,,,,,
59689,Numb (Linkin Park song) was in the game Rock Band 2.,Refuted,"[[[76097,87399,""Numb_-LRB-Linkin_Park_song-RRB-"",12]]]",,59689,Numb (Linkin Park song) was in the game Rock Band 2.,Refuted,,,,,,
22002,Shooter is about an expert cowboy.,Refuted,"[[[37827,45752,""Shooter_-LRB-TV_series-RRB-"",1]]]",,22002,Shooter is about an expert cowboy.,Refuted,,,,,,
56200,Ashton Kutcher is a romantic comedy actor.,Supported,"[[[72590,83627,""Ashton_Kutcher"",2]]]",,56200,Ashton Kutcher is a romantic comedy actor.,Supported,,,,,,
126423,Uganda was once under rule.,Supported,"[[[148272,163270,""Uganda"",11]]]",,126423,Uganda was once under rule.,Supported,,,,,,
46792,Doxycycline may cause diarrhea.,Supported,"[[[63113,73818,""Doxycycline"",6]]]",,46792,Doxycycline may cause diarrhea.,Supported,,,,,,
76050,Hebe was unacquainted with any gods or goddesses.,Refuted,"[[[92877,105728,""Hebe_-LRB-mythology-RRB-"",1],[92877,105728,""Hera"",0]],[[92877,105729,""Hebe_-LRB-mythology-RRB-"",2]],[[92877,105730,""Hebe_-LRB-mythology-RRB-"",4],[92877,105730,""Ares"",0]]]",,76050,Hebe was unacquainted with any gods or goddesses.,Refuted,,,,,,
120060,Vampires rarely visited loved ones.,Refuted,"[[[141064,156239,""Vampire"",1]]]",,120060,Vampires rarely visited loved ones.,Refuted,,,,,,
