claim_id,claim_text,true_label,example_id,claim,gold_label,gold_evidence,evidence_sentences_json,evidence_pages_json,evidence_set_size,evidence_set_id,raw_evidence,model,condition,model_output,correct,error_type,notes
673,Saxony is only a town.,Refuted,673,Saxony is only a town.,Refuted,"The Free State of Saxony -LRB- der Freistaat Sachsen -LSB- ˈfʁaɪ̯ʃtaːt ˈzaksn̩ -RSB- Swobodny stat Sakska -RRB- is a landlocked federal state of Germany , bordering the federal states of Brandenburg , Saxony Anhalt , Thuringia , and Bavaria , as well as the countries of Poland -LRB- Lower Silesian and Lubusz Voivodeships -RRB- and the Czech Republic -LRB- Karlovy Vary , Liberec and Ústí nad Labem Regions -RRB- .","[""The Free State of Saxony -LRB- der Freistaat Sachsen -LSB- ˈfʁaɪ̯ʃtaːt ˈzaksn̩ -RSB- Swobodny stat Sakska -RRB- is a landlocked federal state of Germany , bordering the federal states of Brandenburg , Saxony Anhalt , Thuringia , and Bavaria , as well as the countries of Poland -LRB- Lower Silesian and Lubusz Voivodeships -RRB- and the Czech Republic -LRB- Karlovy Vary , Liberec and Ústí nad Labem Regions -RRB- .""]","[""Saxony""]",1,fever_set_816e3bd4d933,"[[[16106,19973,""Saxony"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
673,Saxony is only a town.,Refuted,673,Saxony is only a town.,Refuted,"The Free State of Saxony -LRB- der Freistaat Sachsen -LSB- ˈfʁaɪ̯ʃtaːt ˈzaksn̩ -RSB- Swobodny stat Sakska -RRB- is a landlocked federal state of Germany , bordering the federal states of Brandenburg , Saxony Anhalt , Thuringia , and Bavaria , as well as the countries of Poland -LRB- Lower Silesian and Lubusz Voivodeships -RRB- and the Czech Republic -LRB- Karlovy Vary , Liberec and Ústí nad Labem Regions -RRB- .","[""The Free State of Saxony -LRB- der Freistaat Sachsen -LSB- ˈfʁaɪ̯ʃtaːt ˈzaksn̩ -RSB- Swobodny stat Sakska -RRB- is a landlocked federal state of Germany , bordering the federal states of Brandenburg , Saxony Anhalt , Thuringia , and Bavaria , as well as the countries of Poland -LRB- Lower Silesian and Lubusz Voivodeships -RRB- and the Czech Republic -LRB- Karlovy Vary , Liberec and Ústí nad Labem Regions -RRB- .""]","[""Saxony""]",1,fever_set_816e3bd4d933,"[[[16106,19973,""Saxony"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
673,Saxony is only a town.,Refuted,673,Saxony is only a town.,Refuted,"The Free State of Saxony -LRB- der Freistaat Sachsen -LSB- ˈfʁaɪ̯ʃtaːt ˈzaksn̩ -RSB- Swobodny stat Sakska -RRB- is a landlocked federal state of Germany , bordering the federal states of Brandenburg , Saxony Anhalt , Thuringia , and Bavaria , as well as the countries of Poland -LRB- Lower Silesian and Lubusz Voivodeships -RRB- and the Czech Republic -LRB- Karlovy Vary , Liberec and Ústí nad Labem Regions -RRB- .","[""The Free State of Saxony -LRB- der Freistaat Sachsen -LSB- ˈfʁaɪ̯ʃtaːt ˈzaksn̩ -RSB- Swobodny stat Sakska -RRB- is a landlocked federal state of Germany , bordering the federal states of Brandenburg , Saxony Anhalt , Thuringia , and Bavaria , as well as the countries of Poland -LRB- Lower Silesian and Lubusz Voivodeships -RRB- and the Czech Republic -LRB- Karlovy Vary , Liberec and Ústí nad Labem Regions -RRB- .""]","[""Saxony""]",1,fever_set_816e3bd4d933,"[[[16106,19973,""Saxony"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
673,Saxony is only a town.,Refuted,673,Saxony is only a town.,Refuted,"The Free State of Saxony -LRB- der Freistaat Sachsen -LSB- ˈfʁaɪ̯ʃtaːt ˈzaksn̩ -RSB- Swobodny stat Sakska -RRB- is a landlocked federal state of Germany , bordering the federal states of Brandenburg , Saxony Anhalt , Thuringia , and Bavaria , as well as the countries of Poland -LRB- Lower Silesian and Lubusz Voivodeships -RRB- and the Czech Republic -LRB- Karlovy Vary , Liberec and Ústí nad Labem Regions -RRB- .","[""The Free State of Saxony -LRB- der Freistaat Sachsen -LSB- ˈfʁaɪ̯ʃtaːt ˈzaksn̩ -RSB- Swobodny stat Sakska -RRB- is a landlocked federal state of Germany , bordering the federal states of Brandenburg , Saxony Anhalt , Thuringia , and Bavaria , as well as the countries of Poland -LRB- Lower Silesian and Lubusz Voivodeships -RRB- and the Czech Republic -LRB- Karlovy Vary , Liberec and Ústí nad Labem Regions -RRB- .""]","[""Saxony""]",1,fever_set_816e3bd4d933,"[[[16106,19973,""Saxony"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
368,Alexandra Daddario acts.,Supported,368,Alexandra Daddario acts.,Supported,"Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .","[""Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .""]","[""Alexandra_Daddario""]",1,fever_set_a544cf61445d,"[[[15788,19648,""Alexandra_Daddario"",0]],[[15788,19649,""Alexandra_Daddario"",1]],[[15788,19650,""Alexandra_Daddario"",2]]]",gpt-5.4,claim_only,Supported,Yes,,
368,Alexandra Daddario acts.,Supported,368,Alexandra Daddario acts.,Supported,"Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .","[""Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .""]","[""Alexandra_Daddario""]",1,fever_set_a544cf61445d,"[[[15788,19648,""Alexandra_Daddario"",0]],[[15788,19649,""Alexandra_Daddario"",1]],[[15788,19650,""Alexandra_Daddario"",2]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
368,Alexandra Daddario acts.,Supported,368,Alexandra Daddario acts.,Supported,"Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .","[""Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .""]","[""Alexandra_Daddario""]",1,fever_set_a544cf61445d,"[[[15788,19648,""Alexandra_Daddario"",0]],[[15788,19649,""Alexandra_Daddario"",1]],[[15788,19650,""Alexandra_Daddario"",2]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
368,Alexandra Daddario acts.,Supported,368,Alexandra Daddario acts.,Supported,"Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .","[""Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .""]","[""Alexandra_Daddario""]",1,fever_set_a544cf61445d,"[[[15788,19648,""Alexandra_Daddario"",0]],[[15788,19649,""Alexandra_Daddario"",1]],[[15788,19650,""Alexandra_Daddario"",2]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
6,Firefox is an application.,Supported,6,Firefox is an application.,Supported,Mozilla Firefox -LRB- or simply Firefox -RRB- is a free and open-source web browser developed by the Mozilla Foundation and its subsidiary the Mozilla Corporation .,"[""Mozilla Firefox -LRB- or simply Firefox -RRB- is a free and open-source web browser developed by the Mozilla Foundation and its subsidiary the Mozilla Corporation .""]","[""Firefox""]",1,fever_set_ebad77feb9ca,"[[[15232,18984,""Firefox"",0]],[[15232,18985,""Firefox"",2]]]",gpt-5.4,claim_only,Supported,Yes,,
6,Firefox is an application.,Supported,6,Firefox is an application.,Supported,Mozilla Firefox -LRB- or simply Firefox -RRB- is a free and open-source web browser developed by the Mozilla Foundation and its subsidiary the Mozilla Corporation .,"[""Mozilla Firefox -LRB- or simply Firefox -RRB- is a free and open-source web browser developed by the Mozilla Foundation and its subsidiary the Mozilla Corporation .""]","[""Firefox""]",1,fever_set_ebad77feb9ca,"[[[15232,18984,""Firefox"",0]],[[15232,18985,""Firefox"",2]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
6,Firefox is an application.,Supported,6,Firefox is an application.,Supported,Mozilla Firefox -LRB- or simply Firefox -RRB- is a free and open-source web browser developed by the Mozilla Foundation and its subsidiary the Mozilla Corporation .,"[""Mozilla Firefox -LRB- or simply Firefox -RRB- is a free and open-source web browser developed by the Mozilla Foundation and its subsidiary the Mozilla Corporation .""]","[""Firefox""]",1,fever_set_ebad77feb9ca,"[[[15232,18984,""Firefox"",0]],[[15232,18985,""Firefox"",2]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
6,Firefox is an application.,Supported,6,Firefox is an application.,Supported,Mozilla Firefox -LRB- or simply Firefox -RRB- is a free and open-source web browser developed by the Mozilla Foundation and its subsidiary the Mozilla Corporation .,"[""Mozilla Firefox -LRB- or simply Firefox -RRB- is a free and open-source web browser developed by the Mozilla Foundation and its subsidiary the Mozilla Corporation .""]","[""Firefox""]",1,fever_set_ebad77feb9ca,"[[[15232,18984,""Firefox"",0]],[[15232,18985,""Firefox"",2]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
631,The Adventures of Pluto Nash is an Australian-American science fiction action comedy film from the 1960s.,Refuted,631,The Adventures of Pluto Nash is an Australian-American science fiction action comedy film from the 1960s.,Refuted,The Adventures of Pluto Nash is a 2002 Australian-American science fiction action comedy film starring Eddie Murphy -LRB- in a dual role -RRB- and directed by Ron Underwood .,"[""The Adventures of Pluto Nash is a 2002 Australian-American science fiction action comedy film starring Eddie Murphy -LRB- in a dual role -RRB- and directed by Ron Underwood .""]","[""The_Adventures_of_Pluto_Nash""]",1,fever_set_0501d1909c41,"[[[16066,19937,""The_Adventures_of_Pluto_Nash"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
631,The Adventures of Pluto Nash is an Australian-American science fiction action comedy film from the 1960s.,Refuted,631,The Adventures of Pluto Nash is an Australian-American science fiction action comedy film from the 1960s.,Refuted,The Adventures of Pluto Nash is a 2002 Australian-American science fiction action comedy film starring Eddie Murphy -LRB- in a dual role -RRB- and directed by Ron Underwood .,"[""The Adventures of Pluto Nash is a 2002 Australian-American science fiction action comedy film starring Eddie Murphy -LRB- in a dual role -RRB- and directed by Ron Underwood .""]","[""The_Adventures_of_Pluto_Nash""]",1,fever_set_0501d1909c41,"[[[16066,19937,""The_Adventures_of_Pluto_Nash"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
631,The Adventures of Pluto Nash is an Australian-American science fiction action comedy film from the 1960s.,Refuted,631,The Adventures of Pluto Nash is an Australian-American science fiction action comedy film from the 1960s.,Refuted,The Adventures of Pluto Nash is a 2002 Australian-American science fiction action comedy film starring Eddie Murphy -LRB- in a dual role -RRB- and directed by Ron Underwood .,"[""The Adventures of Pluto Nash is a 2002 Australian-American science fiction action comedy film starring Eddie Murphy -LRB- in a dual role -RRB- and directed by Ron Underwood .""]","[""The_Adventures_of_Pluto_Nash""]",1,fever_set_0501d1909c41,"[[[16066,19937,""The_Adventures_of_Pluto_Nash"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
631,The Adventures of Pluto Nash is an Australian-American science fiction action comedy film from the 1960s.,Refuted,631,The Adventures of Pluto Nash is an Australian-American science fiction action comedy film from the 1960s.,Refuted,The Adventures of Pluto Nash is a 2002 Australian-American science fiction action comedy film starring Eddie Murphy -LRB- in a dual role -RRB- and directed by Ron Underwood .,"[""The Adventures of Pluto Nash is a 2002 Australian-American science fiction action comedy film starring Eddie Murphy -LRB- in a dual role -RRB- and directed by Ron Underwood .""]","[""The_Adventures_of_Pluto_Nash""]",1,fever_set_0501d1909c41,"[[[16066,19937,""The_Adventures_of_Pluto_Nash"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
752,Tottenham Hotspur F.C. is a football club.,Supported,752,Tottenham Hotspur F.C. is a football club.,Supported,"Tottenham Hotspur Football Club -LSB- ˈtɒtnəm , _ - tənəm -RSB- , commonly referred to as Spurs , is an English football club located in Tottenham , Haringey , London , that competes in the Premier League .","[""Tottenham Hotspur Football Club -LSB- ˈtɒtnəm , _ - tənəm -RSB- , commonly referred to as Spurs , is an English football club located in Tottenham , Haringey , London , that competes in the Premier League .""]","[""Tottenham_Hotspur_F.C.""]",1,fever_set_9c743013fef4,"[[[16214,20085,""Tottenham_Hotspur_F.C."",0]],[[16214,20086,""Tottenham_Hotspur_F.C."",1]],[[16214,20087,""Tottenham_Hotspur_F.C."",5]],[[16214,20088,""Tottenham_Hotspur_F.C."",6]],[[16214,20089,""Tottenham_Hotspur_F.C."",7]],[[16214,20090,""Tottenham_Hotspur_F.C."",8],[16214,20090,""FA_Cup"",7]],[[16214,20091,""Tottenham_Hotspur_F.C."",9],[16214,20091,""EFL_Cup"",1]],[[16214,20092,""Tottenham_Hotspur_F.C."",11]],[[16214,20093,""Tottenham_Hotspur_F.C."",12],[16214,20093,""EFL_Cup"",1]],[[16214,20094,""Tottenham_Hotspur_F.C."",15]],[[16214,20095,""Tottenham_Hotspur_F.C."",16]]]",gpt-5.4,claim_only,Supported,Yes,,
752,Tottenham Hotspur F.C. is a football club.,Supported,752,Tottenham Hotspur F.C. is a football club.,Supported,"Tottenham Hotspur Football Club -LSB- ˈtɒtnəm , _ - tənəm -RSB- , commonly referred to as Spurs , is an English football club located in Tottenham , Haringey , London , that competes in the Premier League .","[""Tottenham Hotspur Football Club -LSB- ˈtɒtnəm , _ - tənəm -RSB- , commonly referred to as Spurs , is an English football club located in Tottenham , Haringey , London , that competes in the Premier League .""]","[""Tottenham_Hotspur_F.C.""]",1,fever_set_9c743013fef4,"[[[16214,20085,""Tottenham_Hotspur_F.C."",0]],[[16214,20086,""Tottenham_Hotspur_F.C."",1]],[[16214,20087,""Tottenham_Hotspur_F.C."",5]],[[16214,20088,""Tottenham_Hotspur_F.C."",6]],[[16214,20089,""Tottenham_Hotspur_F.C."",7]],[[16214,20090,""Tottenham_Hotspur_F.C."",8],[16214,20090,""FA_Cup"",7]],[[16214,20091,""Tottenham_Hotspur_F.C."",9],[16214,20091,""EFL_Cup"",1]],[[16214,20092,""Tottenham_Hotspur_F.C."",11]],[[16214,20093,""Tottenham_Hotspur_F.C."",12],[16214,20093,""EFL_Cup"",1]],[[16214,20094,""Tottenham_Hotspur_F.C."",15]],[[16214,20095,""Tottenham_Hotspur_F.C."",16]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
752,Tottenham Hotspur F.C. is a football club.,Supported,752,Tottenham Hotspur F.C. is a football club.,Supported,"Tottenham Hotspur Football Club -LSB- ˈtɒtnəm , _ - tənəm -RSB- , commonly referred to as Spurs , is an English football club located in Tottenham , Haringey , London , that competes in the Premier League .","[""Tottenham Hotspur Football Club -LSB- ˈtɒtnəm , _ - tənəm -RSB- , commonly referred to as Spurs , is an English football club located in Tottenham , Haringey , London , that competes in the Premier League .""]","[""Tottenham_Hotspur_F.C.""]",1,fever_set_9c743013fef4,"[[[16214,20085,""Tottenham_Hotspur_F.C."",0]],[[16214,20086,""Tottenham_Hotspur_F.C."",1]],[[16214,20087,""Tottenham_Hotspur_F.C."",5]],[[16214,20088,""Tottenham_Hotspur_F.C."",6]],[[16214,20089,""Tottenham_Hotspur_F.C."",7]],[[16214,20090,""Tottenham_Hotspur_F.C."",8],[16214,20090,""FA_Cup"",7]],[[16214,20091,""Tottenham_Hotspur_F.C."",9],[16214,20091,""EFL_Cup"",1]],[[16214,20092,""Tottenham_Hotspur_F.C."",11]],[[16214,20093,""Tottenham_Hotspur_F.C."",12],[16214,20093,""EFL_Cup"",1]],[[16214,20094,""Tottenham_Hotspur_F.C."",15]],[[16214,20095,""Tottenham_Hotspur_F.C."",16]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
752,Tottenham Hotspur F.C. is a football club.,Supported,752,Tottenham Hotspur F.C. is a football club.,Supported,"Tottenham Hotspur Football Club -LSB- ˈtɒtnəm , _ - tənəm -RSB- , commonly referred to as Spurs , is an English football club located in Tottenham , Haringey , London , that competes in the Premier League .","[""Tottenham Hotspur Football Club -LSB- ˈtɒtnəm , _ - tənəm -RSB- , commonly referred to as Spurs , is an English football club located in Tottenham , Haringey , London , that competes in the Premier League .""]","[""Tottenham_Hotspur_F.C.""]",1,fever_set_9c743013fef4,"[[[16214,20085,""Tottenham_Hotspur_F.C."",0]],[[16214,20086,""Tottenham_Hotspur_F.C."",1]],[[16214,20087,""Tottenham_Hotspur_F.C."",5]],[[16214,20088,""Tottenham_Hotspur_F.C."",6]],[[16214,20089,""Tottenham_Hotspur_F.C."",7]],[[16214,20090,""Tottenham_Hotspur_F.C."",8],[16214,20090,""FA_Cup"",7]],[[16214,20091,""Tottenham_Hotspur_F.C."",9],[16214,20091,""EFL_Cup"",1]],[[16214,20092,""Tottenham_Hotspur_F.C."",11]],[[16214,20093,""Tottenham_Hotspur_F.C."",12],[16214,20093,""EFL_Cup"",1]],[[16214,20094,""Tottenham_Hotspur_F.C."",15]],[[16214,20095,""Tottenham_Hotspur_F.C."",16]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
915,Pulmonary embolism is indicated by rapid breathing.,Supported,915,Pulmonary embolism is indicated by rapid breathing.,Supported,"Signs of a PE include low blood oxygen levels , rapid breathing , rapid heart rate , and sometimes a mild fever .","[""Signs of a PE include low blood oxygen levels , rapid breathing , rapid heart rate , and sometimes a mild fever .""]","[""Pulmonary_embolism""]",1,fever_set_8ccb971f1c21,"[[[16446,20377,""Pulmonary_embolism"",3]]]",gpt-5.4,claim_only,Supported,Yes,,
915,Pulmonary embolism is indicated by rapid breathing.,Supported,915,Pulmonary embolism is indicated by rapid breathing.,Supported,"Signs of a PE include low blood oxygen levels , rapid breathing , rapid heart rate , and sometimes a mild fever .","[""Signs of a PE include low blood oxygen levels , rapid breathing , rapid heart rate , and sometimes a mild fever .""]","[""Pulmonary_embolism""]",1,fever_set_8ccb971f1c21,"[[[16446,20377,""Pulmonary_embolism"",3]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
915,Pulmonary embolism is indicated by rapid breathing.,Supported,915,Pulmonary embolism is indicated by rapid breathing.,Supported,"Signs of a PE include low blood oxygen levels , rapid breathing , rapid heart rate , and sometimes a mild fever .","[""Signs of a PE include low blood oxygen levels , rapid breathing , rapid heart rate , and sometimes a mild fever .""]","[""Pulmonary_embolism""]",1,fever_set_8ccb971f1c21,"[[[16446,20377,""Pulmonary_embolism"",3]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
915,Pulmonary embolism is indicated by rapid breathing.,Supported,915,Pulmonary embolism is indicated by rapid breathing.,Supported,"Signs of a PE include low blood oxygen levels , rapid breathing , rapid heart rate , and sometimes a mild fever .","[""Signs of a PE include low blood oxygen levels , rapid breathing , rapid heart rate , and sometimes a mild fever .""]","[""Pulmonary_embolism""]",1,fever_set_8ccb971f1c21,"[[[16446,20377,""Pulmonary_embolism"",3]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
459,Andrew Kevin Walker is a screenwriter.,Supported,459,Andrew Kevin Walker is a screenwriter.,Supported,"Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter .","[""Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter .""]","[""Andrew_Kevin_Walker""]",1,fever_set_9ca47a4ec007,"[[[15886,19744,""Andrew_Kevin_Walker"",0]],[[15886,19745,""Andrew_Kevin_Walker"",1]]]",gpt-5.4,claim_only,Supported,Yes,,
459,Andrew Kevin Walker is a screenwriter.,Supported,459,Andrew Kevin Walker is a screenwriter.,Supported,"Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter .","[""Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter .""]","[""Andrew_Kevin_Walker""]",1,fever_set_9ca47a4ec007,"[[[15886,19744,""Andrew_Kevin_Walker"",0]],[[15886,19745,""Andrew_Kevin_Walker"",1]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
459,Andrew Kevin Walker is a screenwriter.,Supported,459,Andrew Kevin Walker is a screenwriter.,Supported,"Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter .","[""Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter .""]","[""Andrew_Kevin_Walker""]",1,fever_set_9ca47a4ec007,"[[[15886,19744,""Andrew_Kevin_Walker"",0]],[[15886,19745,""Andrew_Kevin_Walker"",1]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
459,Andrew Kevin Walker is a screenwriter.,Supported,459,Andrew Kevin Walker is a screenwriter.,Supported,"Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter .","[""Andrew Kevin Walker -LRB- born August 14 , 1964 -RRB- is an American BAFTA-nominated screenwriter .""]","[""Andrew_Kevin_Walker""]",1,fever_set_9ca47a4ec007,"[[[15886,19744,""Andrew_Kevin_Walker"",0]],[[15886,19745,""Andrew_Kevin_Walker"",1]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
833,TakePart is the digital division of Participant Media.,Supported,833,TakePart is the digital division of Participant Media.,Supported,"TakePart is the digital division of Participant Media , a motion picture studio that focuses on issues of social justice .","[""TakePart is the digital division of Participant Media , a motion picture studio that focuses on issues of social justice .""]","[""TakePart""]",1,fever_set_539fe335d91b,"[[[16355,20287,""TakePart"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
833,TakePart is the digital division of Participant Media.,Supported,833,TakePart is the digital division of Participant Media.,Supported,"TakePart is the digital division of Participant Media , a motion picture studio that focuses on issues of social justice .","[""TakePart is the digital division of Participant Media , a motion picture studio that focuses on issues of social justice .""]","[""TakePart""]",1,fever_set_539fe335d91b,"[[[16355,20287,""TakePart"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
833,TakePart is the digital division of Participant Media.,Supported,833,TakePart is the digital division of Participant Media.,Supported,"TakePart is the digital division of Participant Media , a motion picture studio that focuses on issues of social justice .","[""TakePart is the digital division of Participant Media , a motion picture studio that focuses on issues of social justice .""]","[""TakePart""]",1,fever_set_539fe335d91b,"[[[16355,20287,""TakePart"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
833,TakePart is the digital division of Participant Media.,Supported,833,TakePart is the digital division of Participant Media.,Supported,"TakePart is the digital division of Participant Media , a motion picture studio that focuses on issues of social justice .","[""TakePart is the digital division of Participant Media , a motion picture studio that focuses on issues of social justice .""]","[""TakePart""]",1,fever_set_539fe335d91b,"[[[16355,20287,""TakePart"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
77,Nicholas Brody is also called Nick.,Supported,77,Nicholas Brody is also called Nick.,Supported,"Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .","[""Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .""]","[""Nicholas_Brody""]",1,fever_set_8b9d50751d76,"[[[15861,19722,""Nicholas_Brody"",1]]]",gpt-5.4,claim_only,Supported,Yes,,
77,Nicholas Brody is also called Nick.,Supported,77,Nicholas Brody is also called Nick.,Supported,"Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .","[""Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .""]","[""Nicholas_Brody""]",1,fever_set_8b9d50751d76,"[[[15861,19722,""Nicholas_Brody"",1]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
77,Nicholas Brody is also called Nick.,Supported,77,Nicholas Brody is also called Nick.,Supported,"Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .","[""Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .""]","[""Nicholas_Brody""]",1,fever_set_8b9d50751d76,"[[[15861,19722,""Nicholas_Brody"",1]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
77,Nicholas Brody is also called Nick.,Supported,77,Nicholas Brody is also called Nick.,Supported,"Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .","[""Nicholas `` Nick '' Brody , played by actor Damian Lewis , is a fictional character on the American television series Homeland on Showtime , created by Alex Gansa and Howard Gordon .""]","[""Nicholas_Brody""]",1,fever_set_8b9d50751d76,"[[[15861,19722,""Nicholas_Brody"",1]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
476,Tremont Street Subway served Boylston station.,Supported,476,Tremont Street Subway served Boylston station.,Supported,"It now forms the central part of the Green Line , connecting Boylston Street to Park Street and Government Center stations .","[""It now forms the central part of the Green Line , connecting Boylston Street to Park Street and Government Center stations .""]","[""Tremont_Street_Subway""]",1,fever_set_0e39f3a2527a,"[[[15908,19772,""Tremont_Street_Subway"",2]],[[15908,19773,""Tremont_Street_Subway"",5]]]",gpt-5.4,claim_only,Supported,Yes,,
476,Tremont Street Subway served Boylston station.,Supported,476,Tremont Street Subway served Boylston station.,Supported,"It now forms the central part of the Green Line , connecting Boylston Street to Park Street and Government Center stations .","[""It now forms the central part of the Green Line , connecting Boylston Street to Park Street and Government Center stations .""]","[""Tremont_Street_Subway""]",1,fever_set_0e39f3a2527a,"[[[15908,19772,""Tremont_Street_Subway"",2]],[[15908,19773,""Tremont_Street_Subway"",5]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
476,Tremont Street Subway served Boylston station.,Supported,476,Tremont Street Subway served Boylston station.,Supported,"It now forms the central part of the Green Line , connecting Boylston Street to Park Street and Government Center stations .","[""It now forms the central part of the Green Line , connecting Boylston Street to Park Street and Government Center stations .""]","[""Tremont_Street_Subway""]",1,fever_set_0e39f3a2527a,"[[[15908,19772,""Tremont_Street_Subway"",2]],[[15908,19773,""Tremont_Street_Subway"",5]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
476,Tremont Street Subway served Boylston station.,Supported,476,Tremont Street Subway served Boylston station.,Supported,"It now forms the central part of the Green Line , connecting Boylston Street to Park Street and Government Center stations .","[""It now forms the central part of the Green Line , connecting Boylston Street to Park Street and Government Center stations .""]","[""Tremont_Street_Subway""]",1,fever_set_0e39f3a2527a,"[[[15908,19772,""Tremont_Street_Subway"",2]],[[15908,19773,""Tremont_Street_Subway"",5]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
573,Doxycycline may not cause vomiting.,Refuted,573,Doxycycline may not cause vomiting.,Refuted,"Common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn .","[""Common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn .""]","[""Doxycycline""]",1,fever_set_fc79c9cf322f,"[[[16011,19891,""Doxycycline"",6]]]",gpt-5.4,claim_only,Supported,No,refuted_to_supported,
573,Doxycycline may not cause vomiting.,Refuted,573,Doxycycline may not cause vomiting.,Refuted,"Common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn .","[""Common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn .""]","[""Doxycycline""]",1,fever_set_fc79c9cf322f,"[[[16011,19891,""Doxycycline"",6]]]",gpt-5.4,claim_plus_evidence,Supported,No,refuted_to_supported,
573,Doxycycline may not cause vomiting.,Refuted,573,Doxycycline may not cause vomiting.,Refuted,"Common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn .","[""Common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn .""]","[""Doxycycline""]",1,fever_set_fc79c9cf322f,"[[[16011,19891,""Doxycycline"",6]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
